Airline,AirlineID,Source,SourceID,Destination,DestinationID,Codeshare,Stops,Equipment
2O,146,ADQ,3531,KLN,7162,,0,BNI
2O,146,KLN,7162,KYK,7161,,0,BNI
3E,10739,BRL,5726,ORD,3830,,0,CNC
3E,10739,BRL,5726,STL,3678,,0,CNC
3E,10739,DEC,4042,ORD,3830,,0,CNC
3E,10739,DEC,4042,STL,3678,,0,CNC
3E,10739,JBR,3591,STL,3678,,0,CNC
3E,10739,ORD,3830,BRL,5726,,0,CNC
3E,10739,ORD,3830,DEC,4042,,0,CNC
3E,10739,STL,3678,BRL,5726,,0,CNC
3E,10739,STL,3678,DEC,4042,,0,CNC
3E,10739,STL,3678,JBR,3591,,0,CNC
3F,16262,KTN,3808,MTM,7146,,0,DHP
3F,16262,MTM,7146,KTN,3808,,0,DHP
3M,20710,ATL,3682,LWB,6958,,0,SF3
3M,20710,ATL,3682,MCN,3754,,0,SF3
3M,20710,ATL,3682,MEI,4335,,0,SF3
3M,20710,ATL,3682,MSL,5756,,0,SF3
3M,20710,ATL,3682,PIB,5759,,0,SF3
3M,20710,ATL,3682,TUP,5773,,0,SF3
3M,20710,EYW,3875,FLL,3533,,0,SF3
3M,20710,EYW,3875,RSW,3793,,0,SF3
3M,20710,EYW,3875,TPA,3646,,0,SF3
3M,20710,FLL,3533,EYW,3875,,0,SF3
3M,20710,FLL,3533,MCO,3878,,0,SF3
3M,20710,FLL,3533,TPA,3646,,0,SF3
3M,20710,GLH,6130,TUP,5773,,0,SF3
3M,20710,GNV,3472,MCO,3878,,0,SF3
3M,20710,GNV,3472,TPA,3646,,0,SF3
3M,20710,JAX,3712,TPA,3646,,0,SF3
3M,20710,LWB,6958,ATL,3682,,0,SF3
3M,20710,MCN,3754,ATL,3682,,0,SF3
3M,20710,MCN,3754,MCO,3878,,0,SF3
3M,20710,MCO,3878,FLL,3533,,0,SF3
3M,20710,MCO,3878,GNV,3472,,0,SF3
3M,20710,MCO,3878,MCN,3754,,0,SF3
3M,20710,MCO,3878,PNS,3564,,0,SF3
3M,20710,MCO,3878,RSW,3793,,0,SF3
3M,20710,MCO,3878,TLH,3698,,0,SF3
3M,20710,MEI,4335,ATL,3682,,0,SF3
3M,20710,MSL,5756,ATL,3682,,0,SF3
3M,20710,PBI,3722,TPA,3646,,0,SF3
3M,20710,PIB,5759,ATL,3682,,0,SF3
3M,20710,PNS,3564,MCO,3878,,0,SF3
3M,20710,PNS,3564,TPA,3646,,0,SF3
3M,20710,RSW,3793,EYW,3875,,0,SF3
3M,20710,RSW,3793,MCO,3878,,0,SF3
3M,20710,TLH,3698,MCO,3878,,0,SF3
3M,20710,TLH,3698,TPA,3646,,0,SF3
3M,20710,TPA,3646,EYW,3875,,0,SF3
3M,20710,TPA,3646,FLL,3533,,0,SF3
3M,20710,TPA,3646,GNV,3472,,0,SF3
3M,20710,TPA,3646,JAX,3712,,0,SF3
3M,20710,TPA,3646,PBI,3722,,0,SF3
3M,20710,TPA,3646,PNS,3564,,0,SF3
3M,20710,TPA,3646,TLH,3698,,0,SF3
3M,20710,TUP,5773,ATL,3682,,0,SF3
3M,20710,TUP,5773,GLH,6130,,0,SF3
4B,20565,LAS,3877,LAX,3484,,0,PL2
4B,20565,LAX,3484,LAS,3877,,0,PL2
4E,\N,MCG,5965,NIB,7214,,0,PAG
4E,\N,NIB,7214,MCG,5965,,0,PAG
4E,\N,TLJ,3423,MCG,5965,,0,PAG
4W,\N,AKP,6712,FAI,3832,,0,PA2
4W,\N,BTT,3417,AKP,6712,,0,PA2
4W,\N,CEM,7116,IRC,7236,,0,PA2
4W,\N,CIK,7105,FAI,3832,,0,PA2
4W,\N,CIK,7105,FYU,3420,,0,PA2
4W,\N,FAI,3832,BTT,3417,,0,PA2
4W,\N,FAI,3832,CEM,7116,,0,PA2
4W,\N,FAI,3832,CIK,7105,,0,PA2
4W,\N,FAI,3832,FYU,3420,,0,PA2
4W,\N,FAI,3832,MLY,7246,,0,CN1
4W,\N,FAI,3832,WBQ,7115,,0,PA2
4W,\N,FYU,3420,CIK,7105,,0,PA2
4W,\N,FYU,3420,FAI,3832,,0,PA2
4W,\N,IRC,7236,FAI,3832,,0,PA2
4W,\N,WBQ,7115,FAI,3832,,0,PA2
4Y,1173,BET,3599,EEK,7093,,0,CNA
4Y,1173,BET,3599,KPN,7201,,0,CNA
4Y,1173,BET,3599,KWN,7206,,0,CNA
4Y,1173,BET,3599,KWT,7095,,0,CNA
4Y,1173,BET,3599,MLL,7097,,0,CNA
4Y,1173,BET,3599,NME,8199,,0,CNA
4Y,1173,BET,3599,WNA,9739,,0,CNA
4Y,1173,CYF,6960,BET,3599,,0,CNA
4Y,1173,EEK,7093,BET,3599,,0,CNA
4Y,1173,EEK,7093,KWN,7206,,0,CNA
4Y,1173,KKH,7213,KWK,7096,,0,CNA
4Y,1173,KPN,7201,CYF,6960,,0,CNA
4Y,1173,KWK,7096,BET,3599,,0,CNA
4Y,1173,KWN,7206,BET,3599,,0,CNA
4Y,1173,KWN,7206,EEK,7093,,0,CNA
4Y,1173,NME,8199,OOK,8200,,0,CNA
4Y,1173,PKA,9744,BET,3599,,0,CNA
4Y,1173,PTU,3430,BET,3599,,0,CNA
4Y,1173,WNA,9739,PKA,9744,,0,CNA
7H,16726,ABL,7177,OTZ,3693,Y,0,CNC
7H,16726,ABL,7177,SHG,7117,Y,0,CNC
7H,16726,ADQ,3531,ANC,3774,,0,DH8 BE1
7H,16726,AIN,7220,ATK,6714,Y,0,CNC
7H,16726,AIN,7220,BRW,3571,Y,0,BE1 CNC
7H,16726,ANC,3774,ADQ,3531,,0,DH8 BE1
7H,16726,ANC,3774,ANI,5967,,0,BE1 DH8
7H,16726,ANC,3774,BET,3599,,0,DH8
7H,16726,ANC,3774,CDV,3610,,0,BE1
7H,16726,ANC,3774,ENA,3628,,0,BE1 DH8
7H,16726,ANC,3774,FAI,3832,,0,DH8 BE1
7H,16726,ANC,3774,HOM,3664,,0,BE1 DH8
7H,16726,ANC,3774,KSM,6718,,0,DH8
7H,16726,ANC,3774,UNK,7088,,0,DH8
7H,16726,ANC,3774,VDZ,3865,,0,DH8 BE1
7H,16726,ANI,5967,ANC,3774,,0,BE1 DH8
7H,16726,ANI,5967,HCR,5962,Y,0,CNC
7H,16726,ANI,5967,KLG,5964,Y,0,CNA CNC
7H,16726,ANI,5967,RSH,7098,Y,0,CNA
7H,16726,ANI,5967,SHX,7090,Y,0,CNC
7H,16726,ANV,6713,HCR,5962,Y,0,CNC
7H,16726,ATK,6714,AIN,7220,Y,0,CNC
7H,16726,ATK,6714,BRW,3571,Y,0,CNC
7H,16726,AUK,7199,EMK,7087,Y,0,CNA
7H,16726,BET,3599,ANC,3774,,0,DH8
7H,16726,BET,3599,CYF,6960,Y,0,CNA
7H,16726,BET,3599,EEK,7093,Y,0,CNA
7H,16726,BET,3599,HPB,6716,Y,0,CNA
7H,16726,BET,3599,KKH,7213,Y,0,CNA
7H,16726,BET,3599,KLG,5964,Y,0,CNA CNC
7H,16726,BET,3599,KUK,7094,Y,0,CNA
7H,16726,BET,3599,KWK,7096,Y,0,CNA
7H,16726,BET,3599,KWN,7206,Y,0,CNA
7H,16726,BET,3599,KWT,7095,Y,0,CNA
7H,16726,BET,3599,MLL,7097,Y,0,CNA
7H,16726,BET,3599,NME,8199,Y,0,CNA CNC
7H,16726,BET,3599,OOK,8200,Y,0,CNA CNC
7H,16726,BET,3599,VAK,5968,Y,0,CNA
7H,16726,BKC,7178,DRG,6755,Y,0,CNC
7H,16726,BKC,7178,OTZ,3693,Y,0,CNC
7H,16726,BRW,3571,AIN,7220,Y,0,BE1 CNC
7H,16726,BRW,3571,ATK,6714,Y,0,CNC
7H,16726,BRW,3571,NUI,7092,Y,0,BE1
7H,16726,BRW,3571,PIZ,3414,Y,0,CNC BE1
7H,16726,BTI,3411,FYU,3420,Y,0,BE1
7H,16726,BTI,3411,SCC,3620,Y,0,BE1
7H,16726,CDV,3610,ANC,3774,,0,BE1
7H,16726,CYF,6960,BET,3599,Y,0,CNA
7H,16726,CYF,6960,KPN,7201,Y,0,CNA
7H,16726,DRG,6755,BKC,7178,Y,0,CNC
7H,16726,DRG,6755,OTZ,3693,Y,0,CNC
7H,16726,EEK,7093,KWN,7206,Y,0,CNA
7H,16726,ELI,7184,KKA,7190,Y,0,PAG
7H,16726,ELI,7184,OME,3615,Y,0,PAG
7H,16726,EMK,7087,AUK,7199,Y,0,CNA
7H,16726,EMK,7087,KOT,7207,Y,0,CNA
7H,16726,ENA,3628,ANC,3774,,0,BE1 DH8
7H,16726,FAI,3832,ANC,3774,,0,DH8 BE1
7H,16726,FAI,3832,FYU,3420,Y,0,BE1
7H,16726,FAI,3832,GAL,3764,,0,BE1
7H,16726,FAI,3832,RBY,6722,Y,0,CNC
7H,16726,FAI,3832,SCC,3620,,0,DH8
7H,16726,FYU,3420,BTI,3411,Y,0,BE1
7H,16726,FYU,3420,FAI,3832,Y,0,BE1
7H,16726,GAL,3764,FAI,3832,,0,BE1
7H,16726,GAL,3764,HSL,7108,Y,0,CNC
7H,16726,GAL,3764,KAL,6717,Y,0,CNC
7H,16726,GAL,3764,NUL,7111,Y,0,CNC BE1
7H,16726,GAL,3764,RBY,6722,Y,0,CNC
7H,16726,GAM,6715,OME,3615,Y,0,BE1
7H,16726,GAM,6715,SVA,6724,Y,0,BE1
7H,16726,GLV,7185,OME,3615,Y,0,PAG
7H,16726,GLV,7185,WMO,7188,Y,0,PAG
7H,16726,HCR,5962,ANI,5967,Y,0,CNC
7H,16726,HCR,5962,ANV,6713,Y,0,CNC
7H,16726,HOM,3664,ANC,3774,,0,BE1 DH8
7H,16726,HPB,6716,SCM,7209,Y,0,CNA
7H,16726,HPB,6716,VAK,5968,Y,0,CNA
7H,16726,HSL,7108,GAL,3764,Y,0,CNC
7H,16726,HSL,7108,KYU,7208,Y,0,CNC
7H,16726,IAN,7179,ORV,7181,Y,0,CNC
7H,16726,IAN,7179,OTZ,3693,Y,0,CNC
7H,16726,KAL,6717,GAL,3764,Y,0,CNC BE1
7H,16726,KAL,6717,NUL,7111,Y,0,CNC
7H,16726,KKA,7190,ELI,7184,Y,0,PAG
7H,16726,KKA,7190,SKK,7192,Y,0,PAG
7H,16726,KKA,7190,UNK,7088,Y,0,CNC
7H,16726,KKH,7213,BET,3599,Y,0,CNA
7H,16726,KKH,7213,KWK,7096,Y,0,CNA
7H,16726,KLG,5964,ANI,5967,Y,0,CNA CNC
7H,16726,KLG,5964,BET,3599,Y,0,CNA CNC
7H,16726,KLG,5964,RSH,7098,Y,0,CNA
7H,16726,KOT,7207,EMK,7087,Y,0,CNA
7H,16726,KOT,7207,KSM,6718,Y,0,CNA
7H,16726,KPN,7201,BET,3599,Y,0,CNA
7H,16726,KPN,7201,CYF,6960,Y,0,CNA
7H,16726,KSM,6718,ANC,3774,,0,DH8
7H,16726,KSM,6718,KOT,7207,Y,0,CNA
7H,16726,KSM,6718,MOU,5966,Y,0,CNA
7H,16726,KTS,7183,TLA,7186,Y,0,PAG
7H,16726,KTS,7183,WAA,7187,Y,0,PAG
7H,16726,KVL,6719,OTZ,3693,Y,0,CNC
7H,16726,KWK,7096,BET,3599,Y,0,CNA
7H,16726,KWK,7096,KKH,7213,Y,0,CNA
7H,16726,KWK,7096,KPN,7201,Y,0,CNA
7H,16726,KWN,7206,BET,3599,Y,0,CNA
7H,16726,KWN,7206,TOG,6767,Y,0,CNA
7H,16726,KWT,7095,BET,3599,Y,0,CNA
7H,16726,KYU,7208,GAL,3764,Y,0,CNC
7H,16726,MLL,7097,RSH,7098,Y,0,CNA
7H,16726,MOU,5966,KSM,6718,Y,0,CNA
7H,16726,MYU,6720,BET,3599,Y,0,CNA CNC
7H,16726,NME,8199,OOK,8200,Y,0,CNA
7H,16726,NUI,7092,BRW,3571,Y,0,BE1
7H,16726,NUI,7092,SCC,3620,Y,0,BE1
7H,16726,NUL,7111,GAL,3764,Y,0,CNC
7H,16726,NUL,7111,KAL,6717,Y,0,CNC BE1
7H,16726,OBU,7180,ABL,7177,Y,0,CNC
7H,16726,OBU,7180,OTZ,3693,Y,0,CNC
7H,16726,OME,3615,ELI,7184,Y,0,PAG
7H,16726,OME,3615,GAM,6715,Y,0,BE1
7H,16726,OME,3615,GLV,7185,Y,0,PAG
7H,16726,OME,3615,KTS,7183,Y,0,PAG
7H,16726,OME,3615,SHH,6723,Y,0,PAG CNT
7H,16726,OME,3615,SKK,7192,Y,0,PAG
7H,16726,OME,3615,SVA,6724,Y,0,BE1
7H,16726,OME,3615,TLA,7186,Y,0,PAG
7H,16726,OME,3615,UNK,7088,Y,0,CNC
7H,16726,OME,3615,WAA,7187,Y,0,PAG
7H,16726,OME,3615,WMO,7188,Y,0,PAG
7H,16726,OOK,8200,MYU,6720,Y,0,CNC CNA
7H,16726,ORV,7181,IAN,7179,Y,0,CNC
7H,16726,ORV,7181,OTZ,3693,Y,0,CNC
7H,16726,OTZ,3693,ABL,7177,Y,0,CNC
7H,16726,OTZ,3693,BKC,7178,Y,0,CNC
7H,16726,OTZ,3693,DRG,6755,Y,0,CNC
7H,16726,OTZ,3693,IAN,7179,Y,0,CNC
7H,16726,OTZ,3693,ORV,7181,Y,0,CNC
7H,16726,OTZ,3693,SHG,7117,Y,0,CNC
7H,16726,OTZ,3693,WLK,7182,Y,0,CNC
7H,16726,OTZ,3693,WTK,6725,Y,0,CNC
7H,16726,PIZ,3414,BRW,3571,Y,0,CNC BE1
7H,16726,RBY,6722,FAI,3832,Y,0,CNC
7H,16726,RBY,6722,GAL,3764,Y,0,CNC
7H,16726,RSH,7098,ANI,5967,Y,0,CNA
7H,16726,RSH,7098,BET,3599,Y,0,CNA
7H,16726,RSH,7098,KLG,5964,Y,0,CNA
7H,16726,SCC,3620,BTI,3411,Y,0,BE1
7H,16726,SCC,3620,FAI,3832,,0,DH8
7H,16726,SCC,3620,NUI,7092,Y,0,BE1
7H,16726,SCM,7209,BET,3599,Y,0,CNA
7H,16726,SHG,7117,OBU,7180,Y,0,CNC
7H,16726,SHH,6723,OME,3615,Y,0,PAG
7H,16726,SHH,6723,WAA,7187,Y,0,CNT
7H,16726,SHX,7090,ANI,5967,Y,0,CNC
7H,16726,SKK,7192,KKA,7190,Y,0,PAG CNC
7H,16726,SKK,7192,OME,3615,Y,0,PAG
7H,16726,SKK,7192,UNK,7088,Y,0,CNC
7H,16726,SLQ,7240,ANI,5967,Y,0,CNA
7H,16726,SMK,7191,UNK,7088,Y,0,CNC
7H,16726,SVA,6724,GAM,6715,Y,0,BE1
7H,16726,SVA,6724,OME,3615,Y,0,BE1
7H,16726,TLA,7186,KTS,7183,Y,0,PAG
7H,16726,TLA,7186,OME,3615,Y,0,PAG
7H,16726,TOG,6767,KWN,7206,Y,0,CNA
7H,16726,UNK,7088,ANC,3774,,0,DH8
7H,16726,UNK,7088,SKK,7192,Y,0,CNC
7H,16726,UNK,7088,SMK,7191,Y,0,CNA CNC
7H,16726,VAK,5968,HPB,6716,Y,0,CNA
7H,16726,VAK,5968,SCM,7209,Y,0,CNA
7H,16726,VDZ,3865,ANC,3774,,0,DH8 BE1
7H,16726,WAA,7187,KTS,7183,Y,0,PAG
7H,16726,WAA,7187,OME,3615,Y,0,PAG CNT
7H,16726,WLK,7182,OTZ,3693,Y,0,CNC
7H,16726,WMO,7188,GLV,7185,Y,0,PAG
7H,16726,WMO,7188,OME,3615,Y,0,PAG
7H,16726,WTK,6725,KVL,6719,Y,0,CNC
7S,\N,ANI,5967,HCR,5962,,0,CNA
7S,\N,ANI,5967,KLG,5964,,0, CNA
7S,\N,HCR,5962,ANV,6713,,0,CNA
7S,\N,KLG,5964,RSH,7098,,0, CNA
7S,\N,RSH,7098,ANI,5967,,0,
7S,\N,SHX,7090,ANI,5967,,0,
8D,1109,ADQ,3531,AKK,7160,,0,CNA
8D,1109,AKK,7160,ADQ,3531,,0,CNA
8E,1472,ABL,7177,OTZ,3693,,0,CNC
8E,1472,ABL,7177,SHG,7117,,0,CNC
8E,1472,BKC,7178,DRG,6755,,0,CNC
8E,1472,BKC,7178,OTZ,3693,,0,CNC
8E,1472,DRG,6755,BKC,7178,,0,CNC
8E,1472,DRG,6755,OTZ,3693,,0,CNC
8E,1472,ELI,7184,GLV,7185,,0,PA2
8E,1472,ELI,7184,KKA,7190,,0,CNC
8E,1472,ELI,7184,OME,3615,,0,CNC
8E,1472,GAM,6715,OME,3615,,0,BE1
8E,1472,GAM,6715,SVA,6724,,0,BE1
8E,1472,GLV,7185,ELI,7184,,0,CNC
8E,1472,GLV,7185,WMO,7188,,0,PA2
8E,1472,IAN,7179,ORV,7181,,0,CNC
8E,1472,IAN,7179,OTZ,3693,,0,CNC
8E,1472,KKA,7190,OME,3615,,0,CNC
8E,1472,KKA,7190,SKK,7192,,0,CNC
8E,1472,KTS,7183,OME,3615,,0,CNC
8E,1472,KTS,7183,WAA,7187,,0,CNC
8E,1472,KVL,6719,OTZ,3693,,0,CNC
8E,1472,LUR,3413,OTZ,3693,,0,CNC
8E,1472,OBU,7180,ABL,7177,,0,CNC
8E,1472,OBU,7180,OTZ,3693,,0,CNC
8E,1472,OME,3615,ELI,7184,,0,PA2
8E,1472,OME,3615,GAM,6715,,0,BE1
8E,1472,OME,3615,KKA,7190,,0,CNC
8E,1472,OME,3615,OTZ,3693,,0,PA2
8E,1472,OME,3615,SHH,6723,,0,BE1
8E,1472,OME,3615,SVA,6724,,0,BE1
8E,1472,OME,3615,TLA,7186,,0,CNC
8E,1472,OME,3615,TNC,7194,,0,CNC
8E,1472,OME,3615,UNK,7088,,0,PA2
8E,1472,OME,3615,WMO,7188,,0,CNC
8E,1472,ORV,7181,IAN,7179,,0,CNC
8E,1472,ORV,7181,OTZ,3693,,0,CNC
8E,1472,OTZ,3693,ABL,7177,,0,CNC
8E,1472,OTZ,3693,BKC,7178,,0,CNC
8E,1472,OTZ,3693,DRG,6755,,0,CNC
8E,1472,OTZ,3693,IAN,7179,,0,CNC
8E,1472,OTZ,3693,KVL,6719,,0,CNC
8E,1472,OTZ,3693,OME,3615,,0,PA2
8E,1472,OTZ,3693,ORV,7181,,0,CNC
8E,1472,OTZ,3693,SHG,7117,,0,CNC
8E,1472,OTZ,3693,WLK,7182,,0,CNC
8E,1472,OTZ,3693,WTK,6725,,0,CNC
8E,1472,SHG,7117,OBU,7180,,0,CNC
8E,1472,SHH,6723,OME,3615,,0,BE1 CNC
8E,1472,SKK,7192,KKA,7190,,0,CNC
8E,1472,SKK,7192,OME,3615,,0,CNC
8E,1472,SKK,7192,UNK,7088,,0,CNC
8E,1472,SMK,7191,UNK,7088,,0,BE1
8E,1472,SVA,6724,GAM,6715,,0,BE1
8E,1472,SVA,6724,OME,3615,,0,BE1
8E,1472,TLA,7186,KTS,7183,,0,CNC
8E,1472,TNC,7194,WAA,7187,,0,CNC
8E,1472,UNK,7088,OME,3615,,0,BE1
8E,1472,UNK,7088,SKK,7192,,0,CNC
8E,1472,UNK,7088,SMK,7191,,0,CNC PA2
8E,1472,WAA,7187,OME,3615,,0,CNC
8E,1472,WAA,7187,SHH,6723,,0,CNC
8E,1472,WLK,7182,OTZ,3693,,0,CNC
8E,1472,WMO,7188,GLV,7185,,0,CNC
8E,1472,WMO,7188,OME,3615,,0,PA2
8E,1472,WTK,6725,KVL,6719,,0,CNC
8E,1472,WTK,6725,OTZ,3693,,0,CNC
8V,55,AET,6839,BTT,3417,,0,CNC
8V,55,AET,6839,FAI,3832,,0,CNC
8V,55,AET,6839,HUS,7107,,0,CNC
8V,55,AKP,6712,BTT,3417,,0,CNC
8V,55,AKP,6712,FAI,3832,,0,PAG
8V,55,ARC,6729,VEE,7114,,0,CNC
8V,55,BTT,3417,AET,6839,,0,CNC
8V,55,BTT,3417,AKP,6712,,0,CNC
8V,55,BTT,3417,FAI,3832,,0,CNC
8V,55,FAI,3832,AET,6839,,0,CNC
8V,55,FAI,3832,AKP,6712,,0,PAG
8V,55,FAI,3832,BTT,3417,,0,CNC
8V,55,FAI,3832,FYU,3420,,0,CNC
8V,55,FAI,3832,GAL,3764,,0,CNC
8V,55,FAI,3832,RBY,6722,,0,CNC
8V,55,FYU,3420,FAI,3832,,0,CNC
8V,55,FYU,3420,VEE,7114,,0,CNC
8V,55,GAL,3764,KAL,6717,,0,CNC
8V,55,GAL,3764,NUL,7111,,0,CNC
8V,55,HSL,7108,HUS,7107,,0,CNC
8V,55,HSL,7108,RBY,6722,,0,CNC
8V,55,HUS,7107,FAI,3832,,0,CNC
8V,55,KAL,6717,HSL,7108,,0,CNC
8V,55,KYU,7208,FAI,3832,,0,CNC
8V,55,NUL,7111,KYU,7208,,0,CNC
8V,55,RBY,6722,FAI,3832,,0,CNC
8V,55,VEE,7114,ARC,6729,,0,CNC
8V,55,VEE,7114,FYU,3420,,0,CNC
9E,3976,ATL,3682,AZO,4039,,0,CRJ
9E,3976,ATL,3682,CHA,3578,,0,CRJ
9E,3976,ATL,3682,CID,4043,,0,CRJ
9E,3976,ATL,3682,CRW,4285,,0,CRJ
9E,3976,ATL,3682,CVG,3488,,0,CR9
9E,3976,ATL,3682,EVV,4018,,0,CRJ
9E,3976,ATL,3682,FWA,4041,,0,CRJ
9E,3976,ATL,3682,GSO,4008,,0,CR9
9E,3976,ATL,3682,GSP,4034,,0,CRJ
9E,3976,ATL,3682,LAN,3544,,0,CRJ
9E,3976,ATL,3682,LEX,4017,,0,CRJ
9E,3976,ATL,3682,MBS,4128,,0,CRJ
9E,3976,ATL,3682,MSP,3858,,0,
9E,3976,ATL,3682,ROA,4016,,0,CRJ
9E,3976,ATL,3682,SYR,3745,,0,CR9
9E,3976,ATL,3682,TYS,3676,,0,CRJ CR9
9E,3976,ATL,3682,XNA,4356,,0,CRJ
9E,3976,AZO,4039,ATL,3682,,0,CRJ
9E,3976,CHA,3578,ATL,3682,,0,CRJ
9E,3976,CRW,4285,ATL,3682,,0,CRJ
9E,3976,CVG,3488,ATL,3682,,0,CR9
9E,3976,DTW,3645,MSY,3861,,0,CR9
9E,3976,EVV,4018,ATL,3682,,0,CRJ
9E,3976,FWA,4041,ATL,3682,,0,CRJ
9E,3976,GFK,3442,TVF,7018,,0,
9E,3976,GSO,4008,ATL,3682,,0,CR9
9E,3976,GSP,4034,ATL,3682,,0,CRJ
9E,3976,JFK,3797,MSY,3861,,0,CR9
9E,3976,LAN,3544,ATL,3682,,0,CRJ
9E,3976,LEX,4017,ATL,3682,,0,CRJ
9E,3976,LGA,3697,MSY,3861,,0,CR9
9E,3976,MBS,4128,ATL,3682,,0,CRJ
9E,3976,MDT,3542,ATL,3682,,0,CRJ
9E,3976,MEM,3473,MSY,3861,,0,CRJ
9E,3976,MSP,3858,ATL,3682,,0,
9E,3976,MSP,3858,MSY,3861,,0,CR9
9E,3976,MSY,3861,DTW,3645,,0,CR9
9E,3976,MSY,3861,JFK,3797,,0,CR9
9E,3976,MSY,3861,LGA,3697,,0,CR9
9E,3976,MSY,3861,MEM,3473,,0,CRJ
9E,3976,MSY,3861,MSP,3858,,0,CR9
9E,3976,ROA,4016,ATL,3682,,0,CRJ
9E,3976,SYR,3745,ATL,3682,,0,CR9
9E,3976,TVF,7018,GFK,3442,,0,
9E,3976,TYS,3676,ATL,3682,,0,CRJ CR9
9E,3976,XNA,4356,ATL,3682,,0,CRJ
9K,1629,ACK,3517,BOS,3448,,0,CNA
9K,1629,ACK,3517,EWB,5737,,0,CNA
9K,1629,ACK,3517,HYA,4278,Y,0,CNA
9K,1629,ACK,3517,MVY,4265,,0,CNA
9K,1629,ALB,3864,BOS,3448,,0,CNA
9K,1629,ALB,3864,MSS,3546,,0,CNA
9K,1629,ALB,3864,OGS,3724,,0,CNA
9K,1629,AUG,3701,BOS,3448,,0,CNA
9K,1629,BHB,4025,BOS,3448,,0,CNA
9K,1629,BIL,4021,GDV,7070,,0,CNA
9K,1629,BIL,4021,GGW,5739,,0,CNA
9K,1629,BIL,4021,HVR,3604,,0,CNA
9K,1629,BIL,4021,OLF,7071,,0,CNA
9K,1629,BIL,4021,SDY,7065,,0,CNA
9K,1629,BOS,3448,ACK,3517,,0,CNA
9K,1629,BOS,3448,ALB,3864,,0,CNA
9K,1629,BOS,3448,AUG,3701,,0,CNA
9K,1629,BOS,3448,BHB,4025,,0,CNA
9K,1629,BOS,3448,HYA,4278,,0,CNA
9K,1629,BOS,3448,LEB,5749,,0,CNA
9K,1629,BOS,3448,MVY,4265,,0,CNA
9K,1629,BOS,3448,PVC,6456,,0,CNA
9K,1629,BOS,3448,RKD,4026,,0,CNA
9K,1629,BOS,3448,RUT,5767,,0,CNA
9K,1629,BOS,3448,SLK,5770,,0,CNA
9K,1629,CGI,5728,STL,3678,,0,CNA
9K,1629,EWB,5737,ACK,3517,,0,CNA
9K,1629,EWB,5737,HPN,3589,,0,CNA
9K,1629,EWB,5737,MVY,4265,,0,CNA
9K,1629,GDV,7070,BIL,4021,,0,CNA
9K,1629,GGW,5739,BIL,4021,,0,CNA
9K,1629,HPN,3589,HYA,4278,,0,CNA
9K,1629,HPN,3589,LEB,5749,,0,CNA
9K,1629,HPN,3589,MVY,4265,,0,CNA
9K,1629,HVR,3604,BIL,4021,,0,CNA
9K,1629,HYA,4278,ACK,3517,Y,0,CNA
9K,1629,HYA,4278,BOS,3448,,0,CNA
9K,1629,IRK,5744,STL,3678,,0,CNA
9K,1629,LEB,5749,BOS,3448,,0,CNA
9K,1629,LEB,5749,HPN,3589,,0,CNA
9K,1629,MSS,3546,ALB,3864,,0,CNA
9K,1629,MVY,4265,ACK,3517,,0,CNA
9K,1629,MVY,4265,BOS,3448,,0,CNA
9K,1629,MVY,4265,EWB,5737,,0,CNA
9K,1629,MVY,4265,HPN,3589,,0,CNA
9K,1629,MWA,6825,STL,3678,,0,CNA
9K,1629,OGS,3724,ALB,3864,,0,CNA
9K,1629,OLF,7071,BIL,4021,,0,CNA
9K,1629,OWB,5758,STL,3678,,0,CNA
9K,1629,PVC,6456,BOS,3448,,0,CNA
9K,1629,RKD,4026,BOS,3448,,0,CNA
9K,1629,RUT,5767,BOS,3448,,0,CNA
9K,1629,SDY,7065,BIL,4021,,0,CNA
9K,1629,SLK,5770,BOS,3448,,0,CNA
9K,1629,STL,3678,CGI,5728,,0,CNA
9K,1629,STL,3678,IRK,5744,,0,CNA
9K,1629,STL,3678,MWA,6825,,0,CNA
9K,1629,STL,3678,OWB,5758,,0,CNA
9K,1629,STL,3678,TBN,3665,,0,CNA
9K,1629,STL,3678,UIN,5774,,0,CNA
9K,1629,TBN,3665,STL,3678,,0,CNA
9K,1629,UIN,5774,STL,3678,,0,CNA
AA,24,ABE,4355,CLT,3876,Y,0,CR9 CR7 CRJ
AA,24,ABE,4355,PHL,3752,,0,DH3
AA,24,ABI,3718,DFW,3670,Y,0,ERD ER4 CRJ
AA,24,ABQ,4019,DFW,3670,,0,M83 M80
AA,24,ABQ,4019,LAX,3484,Y,0,CR7 CRJ
AA,24,ABQ,4019,ORD,3830,Y,0,E75
AA,24,ABQ,4019,PHX,3462,Y,0,CRJ CR9
AA,24,ACT,3700,DFW,3670,Y,0,ER4 ERD
AA,24,AEX,3852,DFW,3670,Y,0,ER4 CRJ ERD
AA,24,AGS,3658,CLT,3876,,0,DH8 CRJ
AA,24,AGS,3658,DCA,3520,Y,0,CRJ
AA,24,ALB,3864,CLT,3876,,0,319
AA,24,ALB,3864,DCA,3520,Y,0,E75 CRJ E70
AA,24,ALB,3864,PHL,3752,,0,DH3
AA,24,ALO,5718,ORD,3830,Y,0,ERD
AA,24,AMA,3840,DFW,3670,Y,0,ER4 CRJ ERD
AA,24,ANC,3774,LAX,3484,Y,0,737
